geoname;latitud;longitud
3861126;-3.289.421;-69.817
3861127;-3.104.111;-6.528.267
3861128;-3.452.482;-6.942.763
3861129;-3.088.333;-6.893.333
3861130;-3.124.747;-6.493.185
3861131;-2.323.339;-6.651.168
3861132;-3.174.179;-6.511.288
3861133;-2.931.667;-6.553.333
3861134;-2.653.333;-65.7
3861135;-29.2;-6.873.333
3861136;-2.674.907;-6.551.697
3861137;-2.676.667;-6.606.667
3861138;-2.421.667;-65.9
3861139;-2.358.333;-6.246.667
3861140;-2.622.836;-6.560.699
3861141;-3.134.143;-6.515.275
3861142;-3.212.087;-6.931.021
3861143;-2.861.667;-68.1
3861144;-2.998.333;-6.886.667
3861145;-29.15;-6.678.333
3861146;-2.893.333;-6.726.667
3861147;-2.848.333;-68.1
3861148;-28.35;-68.4
3861149;-28.3;-68.05
3861150;-2.745.326;-6.615.544
3861151;-2.636.667;-66.25
3861152;-2.540.647;-6.590.144
3861153;-2.243.333;-6.396.667
3861154;-3.220.931;-6.901.561
3861155;-3.326.667;-60.15
3861156;-45.2;-71.2
3861157;-2.436.762;-6.453.277
3861158;-4.497.224;-698.652
3861159;-2.323.333;-6.521.667
3861160;-2.276.667;-65.9
3861161;-22.3;-66.3
3861162;-2.527.657;-651.379
3861163;-2.223.333;-6.641.667
3861164;-2.218.333;-6.568.333
3861165;-2.272.844;-6.557.623
3861166;-2.596.667;-6.641.667
3861167;-2.286.667;-64.3
3861168;-2.296.667;-64.3
3861169;-2.644.041;-6.520.655
3861170;-2.716.667;-6.546.667
3861171;-2.615.285;-6.619.738
3861172;-2.614.596;-6.621.912
3861173;-2.638.905;-6.541.828
3861174;-4.210.754;-7.158.371
3861175;-3.785.248;-7.018.307
3861176;-3.793.333;-70.1
3861177;-3.794.164;-7.010.497
3861178;-3.581.667;-6.873.333
3861179;-2.538.333;-65.05
3861180;-2.528.171;-6.566.412
3861181;-2.251.667;-6.416.667
3861182;-2.586.648;-650.694
3861183;-2.548.333;-6.551.667
3861184;-22.55;-6.421.667
3861185;-2.231.667;-65.1
3861186;-2.828.333;-6.356.667
3861187;-3.017.526;-6.386.372
3861188;-23.65;-66.3
3861189;-2.549.149;-6.573.592
3861190;-2.623.985;-6.375.677
3861191;-2.216.235;-663.119
3861192;-2.757.167;-6.590.544
3861193;-26.25;-6.478.333
3861194;-4.074.111;-631.272
3861195;-4.686.047;-6.866.998
3861196;-2.669.313;-6.635.482
3861197;-2.568.609;-6.524.122
3861198;-2.563.333;-6.528.333
3861199;-2.336.667;-66.15
3861200;-2.889.098;-6.697.154
3861201;-2.423.944;-6.539.084
3861202;-3.242.504;-6.128.107
3861203;-2.958.333;-6.273.333
3861204;-3.332.048;-6.921.537
3861205;-3.327.133;-6.946.167
3861206;-2.815.674;-6.722.512
3861207;-32.15;-6.441.667
3861208;-2.487.866;-6.030.845
3861209;-29.25;-68.65
3861210;-2.348.676;-6.413.101
3861211;-2.542.755;-6.566.815
3861212;-2.528.333;-65.5
3861213;-2.995.667;-6.407.769
3861214;-2.993.565;-6.411.445
3861215;-3.046.665;-6.466.923
3861216;-2.781.381;-6.422.697
3861217;-288.543;-66.235
3861218;-3.063.541;-6.764.425
3861219;-4.216.704;-7.136.817
3861220;-2.301.667;-6.546.667
3861221;-2.621.336;-6.544.065
3861222;-2.618.345;-65.509
3861223;-22.35;-6.661.667
3861224;-2.297.132;-6.357.685
3861225;-5.008.631;-6.941.636
3861226;-5.006.293;-6.940.141
3861227;-3.106.667;-6.746.667
3861228;-3.106.904;-6.728.144
3861229;-2.551.667;-6.818.333
3861230;-2.473.333;-68.1
3861231;-267.659;-6.799.817
3861232;-3.298.908;-6.413.975
3861233;-3.296.667;-6.413.333
3861234;-331.369;-6.354.022
3861235;-3.301.078;-6.417.042
3861236;-2.691.667;-6.696.667
3861237;-2.640.434;-6.682.306
3861238;-2.793.333;-6.566.667
3861239;-4.039.186;-7.098.809
3861240;-3.197.936;-6.508.478
3861241;-24.5;-6.648.333
3861242;-38.7;-7.088.333
3861243;-4.334.148;-6.505.623
3861244;-44;-69
3861245;-43.3;-6.556.667
3861246;-31.7;-6.528.333
3861247;-3.418.326;-6.202.445
3861248;-3.282.631;-7.007.751
3861249;-41.45;-7.181.667
3861250;-2.846.667;-65.15
3861251;-2.732.454;-6.611.055
3861252;-27.6;-6.638.333
3861253;-28.75;-64.75
3861254;-2.849.498;-6.485.703
3861255;-2.845.196;-657.931
3861256;-2.751.872;-6.638.156
3861257;-3.359.875;-6.160.581
3861258;-28.85;-6.331.667
3861259;-3.871.667;-6.321.667
3861260;-3.340.142;-6.680.383
3861261;-3.691.667;-7.016.667
3861262;-3.737.809;-7.027.085
3861263;-3.451.797;-6.973.513
3861264;-36.95;-70.2
3861265;-2.661.161;-6.656.233
3861266;-25.15;-64.35
3861267;-2.466.667;-6.596.667
3861268;-2.326.667;-64.95
3861269;-2.214.661;-6.561.753
3861270;-2.245.218;-6.413.069
3861271;-2.211.667;-6.396.667
3861272;-2.653.026;-6.693.861
3861273;-2.312.978;-650.721
3861274;-2.228.333;-6.493.333
3861275;-2.893.761;-6.557.464
3861276;-2.921.562;-6.920.847
3861277;-264.349;-6.492.837
3861278;-330.955;-6.990.807
3861279;-2.400.077;-6.545.619
3861280;-3.302.202;-6.977.335
3861281;-2.418.333;-6.651.667
3861282;-2.633.809;-6.494.953
3861283;-24.75;-65.75
3861284;-2.423.592;-6.640.713
3861285;-2.576.667;-6.728.333
3861286;-5.048.035;-726.482
3861287;-5.143.333;-7.051.667
3861288;-5.141.029;-7.080.515
3861289;-5.105.362;-7.231.527
3861290;-3.338.286;-6.652.615
3861291;-3.082.476;-6.957.829
3861292;-3.581.661;-6.887.548
3861293;-3.574.262;-6.893.926
3861294;-2.786.531;-6.581.764
3861295;-3.617.778;-6.998.523
3861296;-36.4;-7.016.667
3861297;-2.791.578;-6.139.982
3861298;-2.641.218;-6.531.835
3861299;-22.9;-6.591.667
3861300;-4.062.726;-6.985.081
3861301;-3.669.208;-6.334.056
3861302;-4.927.221;-6.971.631
3861303;-384.341;-7.085.807
3861304;-3.095.778;-6.985.847
3861305;-4.848.333;-66.85
3861306;-4.853.333;-6.708.333
3861307;-3.003.333;-6.658.333
3861308;-4.647.435;-6.948.903
3861309;-424.594;-7.166.969
3861310;-4.230.088;-7.145.265
3861311;-4.248.333;-71.45
3861312;-4.241.113;-7.156.638
3861313;-4.250.969;-7.143.259
3861314;-2.313.084;-6.513.556
3861315;-23.014;-6.523.674
3861316;-2.231.667;-6.533.333
3861317;-36.8;-6.853.333
3861318;-3.523.334;-6.972.718
3861319;-3.749.311;-6.914.769
3861320;-38.65;-6.558.333
3861321;-3.381.891;-6.832.313
3861322;-3.637.748;-6.981.213
3861323;-4.535.515;-706.445
3861324;-3.846.963;-6.269.682
3861325;-5.044.896;-7.000.323
3861326;-3.922.388;-7.130.385
3861327;-3.940.396;-6.568.036
3861328;-3.955.078;-6.549.466
3861329;-3.928.941;-656.606
3861330;-223.975;-656.978
3861331;-2.233.333;-65.8
3861332;-3.736.667;-7.086.667
3861333;-2.271.667;-65.2
3861334;-4.482.086;-6.686.363
3861335;-2.287.857;-6.291.446
3861336;-2.378.333;-6.311.667
3861337;-3.988.658;-7.089.523
3861338;-3.973.698;-7.142.856
3861339;-4.226.667;-6.613.333
3861340;-2.513.333;-6.551.667
3861341;-34.95;-6.003.333
3861342;-3.510.613;-6.002.467
3861343;-3.491.667;-6.003.333
3861344;-3.489.566;-6.001.667
3861345;-2.306.667;-62.85
3861346;-29.8;-6.583.333
3861347;-2.941.667;-6.998.333
3861348;-3.497.262;-6.975.809
3861349;-2.952.839;-6.980.785
3861350;-2.986.667;-65.85
3861351;-4.091.654;-7.040.993
3861352;-3.871.075;-6.865.114
3861353;-394.782;-70.645
3861354;-3.043.333;-69.3
3861355;-3.056.667;-6.933.333
3861356;-3.420.786;-6.637.836
3861357;-3.386.667;-66.25
3861358;-2.321.871;-653.087
3861359;-23.2;-65.15
3861360;-24.45;-61.1
3861361;-2.409.753;-6.146.549
3861362;-2.268.333;-6.423.333
3861363;-2.328.333;-62.85
3861364;-23.2;-6.283.333
3861365;-2.234.124;-6.619.083
3861366;-2.910.452;-6.331.214
3861367;-2.813.333;-6.486.667
3861368;-3.223.695;-6.961.654
3861369;-3.236.651;-6.937.135
3861370;-3.229.644;-6.946.734
3861371;-28.8;-67.2
3861372;-2.686.667;-67.1
3861373;-3.218.333;-6.703.333
3861374;-2.658.333;-66.65
3861375;-42.8;-68.6
3861376;-4.213.333;-6.851.667
3861377;-2.401.562;-6.610.271
3861378;-4.625.141;-7.084.778
3861379;-2.266.882;-6.567.731
3861380;-22.6;-6.581.667
3861381;-2.835.007;-6.009.897
3861382;-4.093.476;-7.141.419
3861383;-285.194;-6.937.795
3861384;-287.176;-6.681.822
3861385;-2.971.354;-6.916.073
3861386;-3.567.441;-6.875.165
3861387;-4.088.333;-6.593.333
3861388;-3.051.667;-64.85
3861389;-3.979.997;-6.856.571
3861390;-3.583.007;-6.816.978
3861391;-319.805;-697.051
3861392;-3.533.188;-6.804.522
3861393;-28.75;-6.308.333
3861394;-3.051.667;-66.35
3861395;-5.068.333;-72.6
3861396;-5.021.759;-6.921.448
3861397;-3.704.871;-7.032.968
3861398;-4.058.333;-63.5
3861399;-40.6;-63.5
3861400;-3.949.677;-702.209
3861401;-370.703;-7.028.782
3861402;-39.65;-6.933.333
3861403;-3.905.055;-7.100.074
3861404;-2.866.667;-64.25
3861405;-3.916.482;-6.614.236
3861406;-3.279.741;-6.907.351
3861407;-3.068.434;-663.958
3861408;-5.172.771;-6.929.956
3861409;-4.006.228;-7.081.642
3861410;-4.012.491;-7.091.434
3861411;-4.010.057;-7.089.468
3861412;-3.328.393;-6.994.391
3861413;-460.132;-7.140.645
3861414;-32.45;-6.676.667
3861415;-3.148.738;-6.852.691
3861416;-3.148.333;-6.853.333
3861417;-3.826.466;-6.196.104
3861418;-3.169.124;-6.007.845
3861419;-3.728.894;-6.091.614
3861420;-3.728.669;-6.090.771
3861421;-28.8;-63.85
3861422;-2.873.333;-6.378.333
3861423;-2.808.333;-6.373.333
3861424;-4.039.923;-7.008.649
3861425;-3.319.466;-6.781.178
3861426;-2.534.826;-6.579.292
3861427;-3.728.333;-6.411.667
3861428;-3.729.536;-6.415.451
3861429;-402.619;-6.949.849
3861430;-4.025.941;-6.949.012
3861431;-3.233.174;-6.251.264
3861432;-3.027.162;-6.649.273
3861433;-4.006.691;-70.183
3861434;-4.086.667;-63.45
3861435;-3.454.284;-6.994.891
3861436;-4.099.244;-6.997.674
3861437;-2.576.667;-6.323.333
3861438;-3.970.077;-7.019.708
3861439;-2.241.667;-66.8
3861440;-3.526.033;-6.827.573
3861441;-3.514.074;-6.810.138
3861442;-3.516.667;-6.808.333
3861443;-2.941.667;-67.5
3861444;-3.389.194;-6.907.195
3861445;-2.916.195;-674.974
3861446;-3.261.667;-6.828.333
3861447;-31.9;-68.8
3861448;-3.103.333;-66.7
3861449;-2.912.081;-6.075.455
3861450;-2.856.667;-6.526.667
3861451;-3.805.372;-6.646.809
3861452;-3.229.529;-6.032.798
3861453;-2.637.929;-6.468.029
3861454;-2.513.333;-65
3861455;-3.168.333;-65.3
3861456;-23.4;-6.513.333
3861457;-3.862.365;-6.942.914
3861458;-3.241.667;-66.65
3861459;-2.879.709;-6.357.732
3861460;-2.873.333;-6.383.333
3861461;-29.6;-68.4
3861462;-29.8;-68.3
3861463;-2.648.333;-6.581.667
3861464;-2.858.255;-6.726.098
3861465;-3.571.667;-6.883.333
3861466;-35.45;-6.831.667
3861467;-39.65;-6.963.333
3861468;-3.766.667;-68.95
3861469;-2.878.333;-6.381.667
3861470;-2.763.333;-66.2
3861471;-3.403.333;-6.658.333
3861472;-3.046.233;-6.653.496
3861473;-36.9;-69.35
3861474;-36.95;-6.946.667
3861475;-3.834.544;-694.565
3861476;-3.800.713;-696.264
3861477;-3.918.902;-7.060.112
3861478;-3.575.378;-6.958.972
3861479;-3.828.333;-70
3861480;-3.564.706;-695.578
3861481;-39.2;-6.478.333
3861482;-2.982.278;-691.534
3861483;-2.711.079;-6.613.525
3861484;-28.75;-6.196.667
3861485;-25;-6.426.667
3861486;-3.397.551;-6.936.341
3861487;-3.961.783;-6.260.834
3861488;-32.15;-65.65
3861489;-3.179.746;-6.499.151
3861490;-3.543.333;-6.988.333
3861491;-3.988.407;-683.544
3861492;-2.511.667;-6.548.333
3861493;-2.511.583;-6.559.466
3861494;-2.510.502;-6.553.473
3861495;-3.963.679;-6.249.295
3861496;-5.166.667;-6.916.667
3861497;-4.993.176;-6.855.477
3861498;-438.021;-6.644.788
3861499;-4.243.821;-704.917
3861500;-2.752.689;-6.504.572
3861501;-2.418.743;-6.528.732
3861502;-2.333.617;-6.629.492
3861503;-2.216.667;-6.591.667
3861504;-2.213.333;-6.596.667
3861505;-4.554.449;-6.734.425
3861506;-5.484.618;-6.826.608
3861507;-3.346.667;-65.3
3861508;-4.252.089;-6.420.778
3861509;-4.284.461;-7.183.278
3861510;-3.541.686;-6.866.064
3861511;-4.708.333;-71.15
3861512;-4.352.356;-7.009.027
3861513;-3.998.708;-7.076.856
3861514;-394.115;-7.120.299
3861515;-352.283;-6.891.959
3861516;-2.288.333;-6.576.667
3861517;-4.321.667;-70.15
3861518;-3.731.667;-6.903.333
3861519;-449.024;-7.025.536
3861520;-37.95;-7.093.333
3861521;-54.1;-67.15
3861522;-4.198.333;-7.113.333
3861523;-3.821.222;-7.092.671
3861524;-2.453.564;-6.467.476
3861525;-2.733.333;-6.558.333
3861526;-2.743.492;-651.633
3861527;-3.573.245;-617.432
3861528;-3.911.505;-6.692.714
3861529;-41.9;-6.881.667
3861530;-4.711.927;-7.032.453
3861531;-4.039.568;-7.080.678
3861532;-4.028.007;-7.087.228
3861533;-4.039.366;-7.080.229
3861534;-37.365;-6.359.103
3861535;-3.875.324;-6.294.699
3861536;-3.106.208;-6.744.925
3861537;-3.086.667;-6.758.333
3861538;-3.662.454;-6.527.292
3861539;-3.641.667;-6.758.333
3861540;-36.5;-6.773.333
3861541;-3.593.333;-6.541.667
3861542;-3.658.639;-6.783.514
3861543;-2.986.065;-68.524
3861544;-317.542;-6.866.825
3861545;-3.790.455;-6.543.586
3861546;-3.082.742;-6.446.537
3861547;-4.188.333;-6.516.667
3861548;-4.532.987;-7.019.646
3861549;-4.263.913;-6.385.011
3861550;-3.862.328;-6.378.949
3861551;-4.554.194;-6.862.219
3861552;-4.451.667;-6.606.667
3861553;-4.026.069;-6.959.588
3861554;-4.943.315;-7.245.974
3861555;-39.3;-6.538.333
3861556;-3.698.397;-6.251.061
3861557;-4.636.225;-7.132.691
3861558;-36.65;-6.218.333
3861559;-3.208.623;-6.446.067
3861560;-253.043;-6.576.793
3861561;-51.4;-72.1
3861562;-2.434.668;-6.735.178
3861563;-2.391.667;-6.528.333
3861564;-4.180.619;-6.833.638
3861565;-4.429.009;-707.784
3861566;-4.403.012;-7.075.912
3861567;-2.975.821;-6.875.706
3861568;-3.126.075;-6.658.519
3861569;-311.281;-6.664.164
3861570;-3.134.363;-6.658.894
3861571;-2.976.825;-6.891.974
3861572;-4.486.874;-700.705
3861573;-3.997.677;-7.091.591
3861574;-4.529.544;-6.902.815
3861575;-4.003.083;-7.120.173
3861576;-3.646.667;-70.8
3861577;-3.809.969;-7.088.268
3861578;-4.158.637;-7.055.764
3861579;-3.663.686;-7.028.993
3861580;-3.706.667;-70.6
3861581;-3.709.782;-7.063.231
3861582;-36.75;-7.006.667
3861583;-4.680.495;-6.908.186
3861584;-4.585.492;-6.748.703
3861585;-4.502.061;-6.755.455
3861586;-4.045.693;-6.537.638
3861587;-40.9;-71.05
3861588;-5.431.667;-6.791.667
3861589;-3.908.734;-6.652.208
3861590;-3.121.773;-6.639.138
3861591;-3.316.268;-6.520.175
3861592;-54.4;-6.758.333
3861593;-5.471.667;-67.3
3861594;-3.292.091;-633.139
3861595;-3.307.872;-6.327.657
3861596;-39.5;-66.05
3861597;-28.15;-6.786.667
3861598;-2.764.522;-6.578.913
3861599;-2.753.637;-6.590.821
3861600;-217.972;-6.619.812
3861601;-2.298.333;-6.533.333
3861602;-2.293.333;-65.3
3861603;-2.750.748;-6.442.111
3861604;-28.45;-6.511.667
3861605;-2.263.333;-66.1
3861606;-2.473.333;-6.121.667
3861607;-41.95;-68.3
3861608;-2.256.581;-6.558.875
3861609;-2.425.872;-6.721.976
3861610;-2.393.333;-6.566.667
3861611;-48.4;-69.45
3861612;-4.875.052;-6.705.875
3861613;-44.033;-6.520.547
3861614;-4.719.652;-7.066.914
3861615;-4.248.698;-7.201.273
3861616;-4.091.667;-67.85
3861617;-3.448.072;-688.862
3861618;-4.773.681;-6.853.183
3861619;-47.6;-67.2
3861620;-4.741.667;-65.8
3861621;-4.374.909;-6.569.567
3861622;-3.901.832;-6.930.305
3861623;-3.761.667;-6.863.333
3861624;-3.735.795;-6.864.338
3861625;-3.728.578;-6.915.813
3861626;-3.713.153;-6.919.188
3861627;-3.706.667;-6.921.667
3861628;-3.616.667;-6.921.667
3861629;-3.519.528;-6.811.062
3861630;-3.317.162;-6.267.737
3861631;-336.439;-6.185.821
3861632;-4.242.783;-6.979.963
3861633;-4.277.631;-6.592.802
3861634;-3.782.766;-6.591.743
3861635;-4.347.955;-701.235
3861636;-4.102.248;-6.278.715
3861637;-4.346.293;-6.997.044
3861638;-4.748.196;-6.628.013
3861639;-4.556.667;-7.053.333
3861640;-4.550.058;-7.091.068
3861641;-3.576.212;-6.784.386
3861642;-3.554.645;-6.888.353
3861643;-5.489.162;-6.738.499
3861644;-5.484.199;-6.825.411
3861645;-4.791.792;-6.573.919
3861646;-4.504.571;-6.596.395
3861647;-2.336.667;-6.511.667
3861648;-3.727.492;-6.315.201
3861649;-38.621;-6.307.468
3861650;-3.857.149;-6.314.794
3861651;-4.008.333;-6.878.333
3861652;-4.095.864;-6.625.568
3861653;-3.864.562;-630.259
3861654;-428.224;-6.681.035
3861655;-40.3;-6.896.667
3861656;-3.833.758;-6.264.357
3861657;-2.658.393;-6.791.887
3861658;-28.9;-6.251.667
3861659;-27.5;-6.816.667
3861660;-2.766.606;-6.761.009
3861661;-2.777.656;-6.807.787
3861662;-2.913.612;-609.406
3861663;-3.403.333;-6.541.667
3861664;-4.168.333;-6.813.333
3861665;-3.301.979;-639.524
3861666;-33.024;-6.404.719
3861667;-28.25;-63.85
3861668;-3.356.667;-6.618.333
3861669;-33.7;-6.621.667
3861670;-3.371.667;-66.3
3861671;-5.026.863;-7.189.183
3861672;-3.646.683;-6.494.816
3861673;-2.402.535;-6.638.809
3861674;-2.411.965;-6.640.668
3861675;-2.408.169;-6.639.193
3861676;-4.706.316;-7.039.508
3861677;-3.077.703;-6.454.376
3861678;-2.721.438;-6.118.795
3861679;-4.213.333;-6.618.333
3861680;-4.238.778;-6.833.208
3861681;-3.942.299;-7.045.227
3861682;-3.940.351;-703.842
3861683;-3.944.171;-704.062
3861684;-3.941.271;-7.038.824
3861685;-3.111.953;-6.476.236
3861686;-3.111.274;-647.525
3861687;-3.208.333;-6.123.333
3861688;-4.164.426;-6.548.046
3861689;-3.875.631;-6.980.809
3861690;-3.648.453;-6.975.646
3861691;-2.755.039;-6.632.874
3861692;-3.379.994;-6.174.521
3861693;-3.655.053;-6.369.292
3861694;-37.25;-7.031.667
3861695;-3.725.989;-7.032.213
3861696;-3.726.667;-70.3
3861697;-54.15;-6.716.667
3861698;-3.155.924;-6.030.151
3861699;-3.533.146;-6.381.307
3861700;-4.014.745;-7.116.237
3861701;-4.015.806;-7.124.475
3861702;-4.025.339;-712.633
3861703;-4.022.535;-7.126.166
3861704;-4.012.662;-7.121.769
3861705;-2.444.396;-656.788
3861706;-4.723.429;-7.034.282
3861707;-4.689.161;-6.910.905
3861708;-28.95;-6.896.667
3861709;-2.888.333;-69.05
3861710;-2.891.667;-6.896.667
3861711;-25.3;-6.693.333
3861712;-2.535.817;-603.164
3861713;-3.298.306;-6.846.672
3861714;-3.516.667;-63.75
3861715;-368.634;-6.483.745
3861716;-3.866.208;-6.308.076
3861717;-3.686.667;-64.75
3861718;-3.688.087;-6.478.443
3861719;-35.7;-6.826.667
3861720;-4.664.395;-6.967.069
3861721;-4.662.834;-697.327
3861722;-4.657.105;-7.002.709
3861723;-4.595.952;-7.088.727
3861724;-3.668.333;-6.203.333
3861725;-3.896.642;-7.118.528
3861726;-4.071.667;-6.621.667
3861727;-5.145.175;-7.051.885
3861728;-2.386.667;-65.6
3861729;-2.414.262;-6.573.366
3861730;-2.406.292;-6.574.571
3861731;-24.2;-6.578.333
3861732;-2.407.066;-6.540.151
3861733;-2.416.755;-6.572.822
3861734;-229.081;-6.429.351
3861735;-2.678.387;-6.664.633
3861736;-2.692.119;-6.663.328
3861737;-3.882.922;-7.037.472
3861738;-2.998.333;-6.723.333
3861739;-3.301.077;-6.048.975
3861740;-3.975.072;-6.228.834
3861741;-3.946.222;-7.117.168
3861742;-35.15;-67
3861743;-3.781.827;-7.112.808
3861744;-30.25;-6.241.667
3861745;-3.498.025;-6.630.037
3861746;-4.061.667;-6.536.667
3861747;-4.136.667;-6.953.333
3861748;-3.814.198;-6.163.542
3861749;-3.798.537;-6.186.214
3861750;-37.3;-67.65
3861751;-3.504.336;-6.125.442
3861752;-35.05;-61.25
3861753;-29.6;-6.683.333
3861754;-3.141.618;-6.545.018
3861755;-3.647.447;-7.080.601
3861756;-2.999.889;-6.385.287
3861757;-2.913.333;-63.05
3861758;-2.806.667;-64.2
3861759;-2.603.046;-6.425.735
3861760;-28.3;-6.468.333
3861761;-2.756.669;-6.468.966
3861762;-27.3;-6.446.667
3861763;-2.696.667;-6.368.333
3861764;-28.3;-65.05
3861765;-2.828.333;-63.45
3861766;-2.731.667;-6.466.667
3861767;-2.914.556;-6.325.428
3861768;-2.965.477;-6.846.403
3861769;-2.860.297;-6.758.141
3861770;-2.506.667;-6.426.667
3861771;-2.441.667;-63.7
3861772;-2.850.943;-6.514.803
3861773;-3.330.772;-6.203.458
3861774;-332.902;-6.481.632
3861775;-2.888.343;-6.521.257
3861776;-2.630.437;-63.758
3861777;-30.55;-64.9
3861778;-2.641.282;-6.320.681
3861779;-3.329.008;-650.644
3861780;-3.385.717;-6.123.537
3861781;-3.141.615;-6.002.108
3861782;-2.688.333;-6.523.333
3861783;-32.35;-6.706.667
3861784;-3.858.733;-6.836.099
3861785;-3.001.539;-6.264.311
3861786;-2.983.333;-6.548.333
3861787;-23.3;-6.166.667
3861788;-4.083.333;-6.376.667
3861789;-2.235.875;-626.427
3861790;-3.443.856;-6.811.108
3861791;-355.701;-6.254.598
3861792;-28.7;-6.808.333
3861793;-2.985.547;-6.774.903
3861794;-3.458.333;-65.6
3861795;-3.856.667;-6.833.333
3861796;-26.25;-6.378.333
3861797;-3.801.667;-67.95
3861798;-3.356.667;-6.706.667
3861799;-2.556.667;-6.548.333
3861800;-23.8;-6.473.333
3861801;-32.1;-6.683.333
3861802;-2.343.333;-6.258.333
3861803;-3.238.333;-6.851.667
3861804;-23.55;-63
3861805;-2.441.667;-61.9
3861806;-2.996.693;-6.866.921
3861807;-3.983.333;-6.231.667
3861808;-3.373.954;-6.796.261
3861809;-34.2;-6.151.667
3861810;-3.173.333;-6.886.667
3861811;-3.721.397;-6.941.894
3861812;-3.054.272;-6.595.612
3861813;-22.8;-65
3861814;-2.421.911;-6.051.426
3861815;-2.273.333;-6.516.667
3861816;-3.229.238;-6.089.077
3861817;-3.330.225;-6.752.009
3861818;-2.983.333;-6.966.667
3861819;-5.421.667;-66.85
3861820;-2.631.793;-6.621.912
3861821;-3.198.757;-6.493.546
3861822;-28.7;-6.868.333
3861823;-3.138.763;-6.509.952
3861824;-3.036.002;-6.631.399
3861825;-3.290.191;-6.900.307
3861826;-3.511.667;-6.496.667
3861827;-3.504.964;-6.494.802
3861828;-3.896.859;-6.896.489
3861829;-3.641.667;-6.658.333
3861830;-2.406.842;-6.480.531
3861831;-4.566.096;-7.104.257
3861832;-4.568.333;-7.096.667
3861833;-4.568.082;-7.096.759
3861834;-4.959.356;-6.951.352
3861835;-4.564.287;-7.088.965
3861836;-4.564.932;-7.058.833
3861837;-3.397.815;-6.921.918
3861838;-4.396.165;-6.542.804
